state,year,quarter,district,count,amount
manipur,2023,2,imphal west,37,84234.0
manipur,2023,2,imphal east,30,81733.0
manipur,2023,2,bishnupur,11,54232.0
manipur,2023,2,kangpokpi,11,23066.0
manipur,2023,2,churachandpur,9,17080.0
manipur,2023,2,kakching,8,24668.0
manipur,2023,2,thoubal,5,14680.0
manipur,2023,2,senapati,4,14728.0
manipur,2023,2,jiribam,3,7179.0
manipur,2023,2,tamenglong,3,10701.0
manipur,2023,3,imphal west,35,74416.0
manipur,2023,3,imphal east,11,26461.0
manipur,2023,3,kangpokpi,6,13409.0
manipur,2023,3,churachandpur,4,8758.0
manipur,2023,3,senapati,4,6725.0
manipur,2023,3,jiribam,4,23164.0
manipur,2023,3,thoubal,3,9675.0
manipur,2023,3,tamenglong,3,13492.0
manipur,2023,3,bishnupur,3,8293.0
manipur,2023,3,ukhrul,1,5822.0
manipur,2023,4,imphal west,84,166274.0
manipur,2023,4,imphal east,65,104022.0
manipur,2023,4,kangpokpi,21,63414.0
manipur,2023,4,jiribam,16,32180.0
manipur,2023,4,bishnupur,15,38427.0
manipur,2023,4,churachandpur,4,8832.0
manipur,2023,4,thoubal,4,9424.0
manipur,2023,4,senapati,4,15815.0
manipur,2023,4,ukhrul,3,3639.0
manipur,2023,4,tamenglong,3,6366.0
manipur,2021,1,imphal west,46,13194.0
manipur,2021,1,imphal east,26,17048.0
manipur,2021,1,churachandpur,13,9829.0
manipur,2021,1,kangpokpi,11,17591.0
manipur,2021,1,thoubal,10,1416.0
manipur,2021,1,bishnupur,10,2215.0
manipur,2021,1,tengnoupal,5,4029.0
manipur,2021,1,kakching,4,1069.0
manipur,2021,1,jiribam,3,2330.0
manipur,2021,1,ukhrul,2,501.0
manipur,2021,2,imphal west,37,32816.0
manipur,2021,2,imphal east,36,19393.0
manipur,2021,2,kangpokpi,9,5037.0
manipur,2021,2,ukhrul,8,4637.0
manipur,2021,2,thoubal,7,2340.0
manipur,2021,2,bishnupur,7,1605.0
manipur,2021,2,kakching,6,1638.0
manipur,2021,2,churachandpur,6,5240.0
manipur,2021,2,tengnoupal,4,1439.0
manipur,2021,2,jiribam,3,513.0
manipur,2021,3,imphal west,29,26747.0
manipur,2021,3,imphal east,26,20520.0
manipur,2021,3,kangpokpi,13,11469.0
manipur,2021,3,tengnoupal,7,25125.0
manipur,2021,3,chandel,6,15891.0
manipur,2021,3,ukhrul,6,9998.0
manipur,2021,3,churachandpur,6,6302.0
manipur,2021,3,thoubal,5,7486.0
manipur,2021,3,bishnupur,5,4107.0
manipur,2021,3,kakching,4,191.0
manipur,2021,4,imphal east,34,73197.0
manipur,2021,4,imphal west,31,56814.0
manipur,2021,4,bishnupur,11,13163.0
manipur,2021,4,kangpokpi,9,10192.0
manipur,2021,4,thoubal,9,18135.0
manipur,2021,4,churachandpur,9,25252.0
manipur,2021,4,senapati,8,17318.0
manipur,2021,4,kakching,7,2703.0
manipur,2021,4,ukhrul,7,7055.0
manipur,2021,4,tamenglong,6,18621.0
manipur,2020,2,imphal west,16,3285.0
manipur,2020,2,imphal east,11,1757.0
manipur,2020,2,churachandpur,7,2480.0
manipur,2020,2,thoubal,6,1406.0
manipur,2020,2,tengnoupal,3,693.0
manipur,2020,2,bishnupur,3,739.0
manipur,2020,2,kakching,3,760.0
manipur,2020,2,ukhrul,3,688.0
manipur,2020,2,senapati,1,282.0
manipur,2020,2,tamenglong,1,233.0
manipur,2020,3,imphal west,45,16382.0
manipur,2020,3,imphal east,30,11791.0
manipur,2020,3,bishnupur,12,4417.0
manipur,2020,3,kakching,12,3715.0
manipur,2020,3,kangpokpi,7,1221.0
manipur,2020,3,churachandpur,6,1293.0
manipur,2020,3,jiribam,5,1671.0
manipur,2020,3,ukhrul,4,1613.0
manipur,2020,3,thoubal,4,265.0
manipur,2020,3,chandel,2,484.0
manipur,2020,4,imphal east,20,12570.0
manipur,2020,4,imphal west,18,8367.0
manipur,2020,4,churachandpur,12,7312.0
manipur,2020,4,thoubal,12,4525.0
manipur,2020,4,kakching,7,1931.0
manipur,2020,4,kangpokpi,5,4999.0
manipur,2020,4,bishnupur,5,626.0
manipur,2020,4,senapati,3,2586.0
manipur,2020,4,chandel,2,1514.0
manipur,2020,4,tengnoupal,2,691.0
haryana,2022,1,gurugram,6642,8138262.0
haryana,2022,1,faridabad,3517,4282216.0
haryana,2022,1,rewari,1254,1910239.0
haryana,2022,1,sonipat,1178,1965399.0
haryana,2022,1,jhajjar,869,1532926.0
haryana,2022,1,hisar,855,1334248.0
haryana,2022,1,karnal,850,1119397.0
haryana,2022,1,rohtak,836,1302980.0
haryana,2022,1,panipat,806,1239244.0
haryana,2022,1,mahendragarh,675,1004950.0
haryana,2022,2,gurugram,6554,7627997.0
haryana,2022,2,faridabad,3527,4157319.0
haryana,2022,2,rewari,1449,2050909.0
haryana,2022,2,sonipat,1227,2016582.0
haryana,2022,2,hisar,1141,1695856.0
haryana,2022,2,panipat,1030,1355321.0
haryana,2022,2,jhajjar,987,1449163.0
haryana,2022,2,bhiwani,931,1348492.0
haryana,2022,2,rohtak,908,1318503.0
haryana,2022,2,karnal,901,1294206.0
haryana,2022,3,gurugram,10085,10744733.0
haryana,2022,3,faridabad,4789,5313116.0
haryana,2022,3,rewari,1838,2341723.0
haryana,2022,3,sonipat,1657,2565808.0
haryana,2022,3,hisar,1516,2224226.0
haryana,2022,3,jhajjar,1451,2211785.0
haryana,2022,3,panipat,1432,1773022.0
haryana,2022,3,rohtak,1242,1806212.0
haryana,2022,3,karnal,1150,1799811.0
haryana,2022,3,bhiwani,1147,1597842.0
haryana,2022,4,gurugram,11347,14333166.0
haryana,2022,4,faridabad,5980,7492688.0
haryana,2022,4,rewari,1987,2881000.0
haryana,2022,4,sonipat,1969,3340650.0
haryana,2022,4,jhajjar,1582,2713177.0
haryana,2022,4,hisar,1413,2309773.0
haryana,2022,4,panipat,1375,2059529.0
haryana,2022,4,rohtak,1355,2305432.0
haryana,2022,4,mahendragarh,1211,1666096.0
haryana,2022,4,karnal,1113,2024575.0
haryana,2024,1,gurugram,14505,21783690.0
haryana,2024,1,faridabad,7236,10275823.0
haryana,2024,1,rewari,3110,4640986.0
haryana,2024,1,sonipat,2578,4420850.0
haryana,2024,1,jhajjar,2290,3652995.0
haryana,2024,1,hisar,2257,4098922.0
haryana,2024,1,panipat,1875,2690679.0
haryana,2024,1,rohtak,1738,3167356.0
haryana,2024,1,bhiwani,1650,2866805.0
haryana,2024,1,karnal,1573,2899134.0
haryana,2024,2,gurugram,12964,18926670.0
haryana,2024,2,faridabad,6154,8987725.0
haryana,2024,2,rewari,2772,4028981.0
haryana,2024,2,sonipat,2312,3912847.0
haryana,2024,2,hisar,2224,3926907.0
haryana,2024,2,jhajjar,2041,3443218.0
haryana,2024,2,panipat,1700,2446471.0
haryana,2024,2,rohtak,1651,3142822.0
haryana,2024,2,bhiwani,1544,2636029.0
haryana,2024,2,ambala,1383,2595393.0
haryana,2024,3,gurugram,14956,21502434.0
haryana,2024,3,faridabad,6523,9267676.0
haryana,2024,3,rewari,3002,4363318.0
haryana,2024,3,sonipat,2558,4389086.0
haryana,2024,3,hisar,2396,4055598.0
haryana,2024,3,jhajjar,2195,3617149.0
haryana,2024,3,panipat,1758,2639675.0
haryana,2024,3,rohtak,1733,3087076.0
haryana,2024,3,bhiwani,1635,2539565.0
haryana,2024,3,mahendragarh,1326,2212434.0
haryana,2024,4,gurugram,16973,25145012.0
haryana,2024,4,faridabad,8261,11419458.0
haryana,2024,4,rewari,4037,6018179.0
haryana,2024,4,sonipat,3330,5335496.0
haryana,2024,4,jhajjar,2630,4460177.0
haryana,2024,4,hisar,2396,4349181.0
haryana,2024,4,rohtak,2112,3678163.0
haryana,2024,4,panipat,2026,3004028.0
haryana,2024,4,palwal,1824,2933025.0
haryana,2024,4,bhiwani,1693,2967792.0
haryana,2023,1,gurugram,10981,15057940.0
haryana,2023,1,faridabad,5728,7830067.0
haryana,2023,1,hisar,2090,3545685.0
haryana,2023,1,rewari,1988,3178735.0
haryana,2023,1,sonipat,1780,3324135.0
haryana,2023,1,jhajjar,1432,2772611.0
haryana,2023,1,rohtak,1273,2377291.0
haryana,2023,1,panipat,1190,1891460.0
haryana,2023,1,karnal,1119,2173782.0
haryana,2023,1,ambala,1034,1859227.0
haryana,2023,2,gurugram,11759,15891257.0
haryana,2023,2,faridabad,5775,7426519.0
haryana,2023,2,rewari,2301,3295937.0
haryana,2023,2,hisar,2201,3727277.0
haryana,2023,2,sonipat,2089,3563822.0
haryana,2023,2,jhajjar,1683,2751393.0
haryana,2023,2,panipat,1548,2298671.0
haryana,2023,2,rohtak,1425,2386384.0
haryana,2023,2,ambala,1312,2316706.0
haryana,2023,2,bhiwani,1272,2111956.0
haryana,2023,3,gurugram,13467,16796070.0
haryana,2023,3,faridabad,6299,7830941.0
haryana,2023,3,rewari,2303,3251849.0
haryana,2023,3,sonipat,1998,3234041.0
haryana,2023,3,hisar,1931,3178279.0
haryana,2023,3,panipat,1713,2369450.0
haryana,2023,3,jhajjar,1610,2671111.0
haryana,2023,3,karnal,1574,2126635.0
haryana,2023,3,rohtak,1425,2349687.0
haryana,2023,3,bhiwani,1187,1847464.0
haryana,2023,4,gurugram,14118,20950373.0
haryana,2023,4,faridabad,7244,10321129.0
haryana,2023,4,rewari,2540,4615327.0
haryana,2023,4,sonipat,2370,4304743.0
haryana,2023,4,jhajjar,2040,3606286.0
haryana,2023,4,hisar,1999,3705402.0
haryana,2023,4,panipat,1919,3130020.0
haryana,2023,4,rohtak,1541,2892015.0
haryana,2023,4,bhiwani,1439,2523209.0
haryana,2023,4,karnal,1422,2515568.0
haryana,2021,1,gurugram,3377,2003697.0
haryana,2021,1,faridabad,1845,1250394.0
haryana,2021,1,rewari,757,485758.0
haryana,2021,1,hisar,499,324109.0
haryana,2021,1,sonipat,493,389233.0
haryana,2021,1,panipat,428,245026.0
haryana,2021,1,palwal,386,239181.0
haryana,2021,1,karnal,339,211754.0
haryana,2021,1,jhajjar,317,272445.0
haryana,2021,1,rohtak,312,284433.0
haryana,2021,2,gurugram,3238,2521099.0
haryana,2021,2,faridabad,1707,1330963.0
haryana,2021,2,rewari,1001,900929.0
haryana,2021,2,sonipat,739,843265.0
haryana,2021,2,hisar,683,636895.0
haryana,2021,2,mahendragarh,502,622610.0
haryana,2021,2,rohtak,463,488282.0
haryana,2021,2,panipat,457,396928.0
haryana,2021,2,jhajjar,457,499261.0
haryana,2021,2,bhiwani,424,442945.0
haryana,2021,3,gurugram,4501,3651728.0
haryana,2021,3,faridabad,1957,1608197.0
haryana,2021,3,rewari,960,921840.0
haryana,2021,3,sonipat,673,772054.0
haryana,2021,3,hisar,600,562880.0
haryana,2021,3,panipat,522,513232.0
haryana,2021,3,jhajjar,509,659985.0
haryana,2021,3,bhiwani,458,471344.0
haryana,2021,3,karnal,458,395742.0
haryana,2021,3,rohtak,431,484147.0
haryana,2021,4,gurugram,5951,6492219.0
haryana,2021,4,faridabad,3250,3581730.0
haryana,2021,4,rewari,1182,1635811.0
haryana,2021,4,sonipat,1000,1514842.0
haryana,2021,4,jhajjar,848,1322079.0
haryana,2021,4,hisar,717,1163784.0
haryana,2021,4,mahendragarh,669,1016832.0
haryana,2021,4,panipat,600,903045.0
haryana,2021,4,karnal,577,747027.0
haryana,2021,4,rohtak,557,1036418.0
haryana,2020,2,gurugram,2571,438481.0
haryana,2020,2,faridabad,1051,189308.0
haryana,2020,2,rewari,343,69983.0
haryana,2020,2,karnal,303,52030.0
haryana,2020,2,panipat,297,53337.0
haryana,2020,2,sonipat,210,43359.0
haryana,2020,2,jhajjar,204,40299.0
haryana,2020,2,ambala,191,43269.0
haryana,2020,2,hisar,191,36813.0
haryana,2020,2,palwal,130,28921.0
haryana,2020,3,gurugram,1999,454846.0
haryana,2020,3,faridabad,1144,297042.0
haryana,2020,3,rewari,483,135250.0
haryana,2020,3,hisar,361,114981.0
haryana,2020,3,panipat,296,79561.0
haryana,2020,3,sonipat,278,77076.0
haryana,2020,3,palwal,258,65067.0
haryana,2020,3,jhajjar,242,70683.0
haryana,2020,3,mahendragarh,237,61501.0
haryana,2020,3,karnal,232,63907.0
haryana,2020,4,gurugram,2380,1626450.0
haryana,2020,4,faridabad,1370,1022011.0
haryana,2020,4,rewari,639,442173.0
haryana,2020,4,jhajjar,393,324264.0
haryana,2020,4,hisar,374,243421.0
haryana,2020,4,sonipat,357,304138.0
haryana,2020,4,palwal,295,205874.0
haryana,2020,4,mahendragarh,271,184572.0
haryana,2020,4,panipat,265,148352.0
haryana,2020,4,bhiwani,257,204503.0
gujarat,2022,1,ahmadabad,6393,7847666.0
gujarat,2022,1,surat,4674,5433634.0
gujarat,2022,1,vadodara,1414,2085056.0
gujarat,2022,1,valsad,1138,1398820.0
gujarat,2022,1,bharuch,934,1363523.0
gujarat,2022,1,kachchh,923,1288962.0
gujarat,2022,1,gandhinagar,914,1703161.0
gujarat,2022,1,rajkot,840,1218172.0
gujarat,2022,1,bhavnagar,494,599549.0
gujarat,2022,1,banas kantha,485,634204.0
gujarat,2022,2,ahmadabad,6962,8565312.0
gujarat,2022,2,surat,6127,6420167.0
gujarat,2022,2,vadodara,1538,2192046.0
gujarat,2022,2,valsad,1079,1455802.0
gujarat,2022,2,kachchh,1071,1371510.0
gujarat,2022,2,gandhinagar,985,1513678.0
gujarat,2022,2,rajkot,879,1248141.0
gujarat,2022,2,bharuch,848,1226599.0
gujarat,2022,2,bhavnagar,601,696335.0
gujarat,2022,2,banas kantha,597,724979.0
gujarat,2022,3,ahmadabad,8499,9788819.0
gujarat,2022,3,surat,7447,7491198.0
gujarat,2022,3,vadodara,1983,2630678.0
gujarat,2022,3,kachchh,1501,1786596.0
gujarat,2022,3,gandhinagar,1356,1828271.0
gujarat,2022,3,valsad,1327,1699968.0
gujarat,2022,3,rajkot,1093,1436547.0
gujarat,2022,3,bharuch,1082,1429310.0
gujarat,2022,3,banas kantha,735,893785.0
gujarat,2022,3,bhavnagar,696,791631.0
gujarat,2022,4,ahmadabad,9650,12572383.0
gujarat,2022,4,surat,7288,8864843.0
gujarat,2022,4,vadodara,2574,3669216.0
gujarat,2022,4,kachchh,1696,2267368.0
gujarat,2022,4,gandhinagar,1681,2507697.0
gujarat,2022,4,valsad,1666,2409645.0
gujarat,2022,4,bharuch,1522,2134893.0
gujarat,2022,4,rajkot,1428,2034588.0
gujarat,2022,4,mahesana,837,1221962.0
gujarat,2022,4,banas kantha,806,1117875.0
gujarat,2024,1,ahmadabad,10018,14364566.0
gujarat,2024,1,surat,9277,10645109.0
gujarat,2024,1,vadodara,2674,4324591.0
gujarat,2024,1,rajkot,2612,3794409.0
gujarat,2024,1,kachchh,2270,2841893.0
gujarat,2024,1,valsad,2218,3196463.0
gujarat,2024,1,bharuch,2022,3022124.0
gujarat,2024,1,gandhinagar,1991,3417398.0
gujarat,2024,1,banas kantha,1155,1457558.0
gujarat,2024,1,mahesana,1088,1661780.0
gujarat,2024,2,ahmadabad,10341,15547955.0
gujarat,2024,2,surat,9120,11220662.0
gujarat,2024,2,rajkot,3116,4171290.0
gujarat,2024,2,vadodara,2706,4644588.0
gujarat,2024,2,kachchh,2146,2785372.0
gujarat,2024,2,gandhinagar,1985,3217376.0
gujarat,2024,2,valsad,1967,3083166.0
gujarat,2024,2,bharuch,1711,2452287.0
gujarat,2024,2,bhavnagar,1110,1430220.0
gujarat,2024,2,banas kantha,1075,1816483.0
gujarat,2024,3,ahmedabad,12184,17553288.0
gujarat,2024,3,surat,9244,11486994.0
gujarat,2024,3,rajkot,2935,4371113.0
gujarat,2024,3,vadodara,2679,4369142.0
gujarat,2024,3,gandhinagar,2386,4058142.0
gujarat,2024,3,kachchh,2218,3200203.0
gujarat,2024,3,valsad,1905,2794216.0
gujarat,2024,3,bharuch,1768,2801543.0
gujarat,2024,3,bhavnagar,1168,1635336.0
gujarat,2024,3,mahesana,1087,1969857.0
gujarat,2024,4,ahmedabad,18268,25165090.0
gujarat,2024,4,surat,11616,14897974.0
gujarat,2024,4,rajkot,3682,5459568.0
gujarat,2024,4,vadodara,3482,5748869.0
gujarat,2024,4,gandhinagar,3082,5330046.0
gujarat,2024,4,valsad,2601,4056897.0
gujarat,2024,4,kachchh,2511,3190903.0
gujarat,2024,4,bharuch,2348,3655512.0
gujarat,2024,4,bhavnagar,1544,1903033.0
gujarat,2024,4,mahesana,1458,2462736.0
gujarat,2023,1,ahmadabad,8530,11389837.0
gujarat,2023,1,surat,8426,9641022.0
gujarat,2023,1,vadodara,1954,3124485.0
gujarat,2023,1,rajkot,1601,2385641.0
gujarat,2023,1,valsad,1434,2301774.0
gujarat,2023,1,kachchh,1315,1898195.0
gujarat,2023,1,gandhinagar,1288,2310699.0
gujarat,2023,1,bharuch,1216,1826288.0
gujarat,2023,1,bhavnagar,657,955529.0
gujarat,2023,1,mahesana,622,1242341.0
gujarat,2023,2,ahmadabad,9078,11920370.0
gujarat,2023,2,surat,6993,8153676.0
gujarat,2023,2,vadodara,2055,3482569.0
gujarat,2023,2,rajkot,1718,2477120.0
gujarat,2023,2,gandhinagar,1496,2467953.0
gujarat,2023,2,valsad,1427,2277522.0
gujarat,2023,2,kachchh,1366,1915160.0
gujarat,2023,2,bharuch,1114,1801068.0
gujarat,2023,2,bhavnagar,767,873266.0
gujarat,2023,2,banas kantha,690,1193324.0
gujarat,2023,3,ahmadabad,13645,16204152.0
gujarat,2023,3,surat,13306,13249715.0
gujarat,2023,3,vadodara,2630,3955251.0
gujarat,2023,3,rajkot,2289,3157047.0
gujarat,2023,3,gandhinagar,2270,3606515.0
gujarat,2023,3,kachchh,2111,2799676.0
gujarat,2023,3,valsad,1912,2584154.0
gujarat,2023,3,bharuch,1777,2345201.0
gujarat,2023,3,bhavnagar,1099,1299978.0
gujarat,2023,3,banas kantha,940,1540747.0
gujarat,2023,4,ahmadabad,10344,16047139.0
gujarat,2023,4,surat,8196,11477882.0
gujarat,2023,4,vadodara,2756,4865088.0
gujarat,2023,4,rajkot,2109,3364383.0
gujarat,2023,4,valsad,2030,3301560.0
gujarat,2023,4,kachchh,1972,2767311.0
gujarat,2023,4,gandhinagar,1952,3618581.0
gujarat,2023,4,bharuch,1750,2901972.0
gujarat,2023,4,bhavnagar,971,1371224.0
gujarat,2023,4,banas kantha,955,1817338.0
gujarat,2021,1,ahmadabad,2902,1664753.0
gujarat,2021,1,surat,2549,1538786.0
gujarat,2021,1,vadodara,859,544564.0
gujarat,2021,1,bharuch,709,381284.0
gujarat,2021,1,kachchh,674,340650.0
gujarat,2021,1,valsad,548,307917.0
gujarat,2021,1,gandhinagar,531,341921.0
gujarat,2021,1,banas kantha,446,246377.0
gujarat,2021,1,rajkot,374,191505.0
gujarat,2021,1,mahesana,342,194492.0
gujarat,2021,2,ahmadabad,3074,2177028.0
gujarat,2021,2,surat,2863,1847117.0
gujarat,2021,2,vadodara,1171,874836.0
gujarat,2021,2,bharuch,823,593029.0
gujarat,2021,2,kachchh,730,529809.0
gujarat,2021,2,valsad,640,471194.0
gujarat,2021,2,gandhinagar,590,519006.0
gujarat,2021,2,banas kantha,475,272134.0
gujarat,2021,2,rajkot,462,360621.0
gujarat,2021,2,mahesana,453,306266.0
gujarat,2021,3,surat,3409,2501335.0
gujarat,2021,3,ahmadabad,3405,2607478.0
gujarat,2021,3,vadodara,1071,1010170.0
gujarat,2021,3,bharuch,751,676899.0
gujarat,2021,3,kachchh,719,583735.0
gujarat,2021,3,valsad,648,601347.0
gujarat,2021,3,gandhinagar,586,553002.0
gujarat,2021,3,banas kantha,567,390139.0
gujarat,2021,3,rajkot,515,389381.0
gujarat,2021,3,mahesana,419,348892.0
gujarat,2021,4,ahmadabad,4857,5269395.0
gujarat,2021,4,surat,3232,4111750.0
gujarat,2021,4,vadodara,1531,1938084.0
gujarat,2021,4,valsad,1030,1250430.0
gujarat,2021,4,bharuch,982,1253200.0
gujarat,2021,4,kachchh,937,1187041.0
gujarat,2021,4,gandhinagar,801,1076996.0
gujarat,2021,4,rajkot,698,782642.0
gujarat,2021,4,banas kantha,555,642556.0
gujarat,2021,4,mahesana,483,611027.0
gujarat,2020,2,ahmadabad,2282,396800.0
gujarat,2020,2,surat,1255,220970.0
gujarat,2020,2,vadodara,580,110090.0
gujarat,2020,2,rajkot,545,96057.0
gujarat,2020,2,gandhinagar,509,92680.0
gujarat,2020,2,valsad,348,64661.0
gujarat,2020,2,kachchh,320,65377.0
gujarat,2020,2,bharuch,273,54151.0
gujarat,2020,2,mahesana,192,39039.0
gujarat,2020,2,bhavnagar,148,28854.0
gujarat,2020,3,ahmadabad,2682,655107.0
gujarat,2020,3,surat,2206,544354.0
gujarat,2020,3,vadodara,1162,360274.0
gujarat,2020,3,bharuch,614,174068.0
gujarat,2020,3,kachchh,583,164427.0
gujarat,2020,3,gandhinagar,562,162208.0
gujarat,2020,3,rajkot,522,136449.0
gujarat,2020,3,valsad,474,130312.0
gujarat,2020,3,mahesana,464,115807.0
gujarat,2020,3,banas kantha,330,77539.0
gujarat,2020,4,ahmadabad,2306,1404202.0
gujarat,2020,4,surat,1858,1147153.0
gujarat,2020,4,vadodara,748,468371.0
gujarat,2020,4,bharuch,524,356570.0
gujarat,2020,4,kachchh,503,291840.0
gujarat,2020,4,valsad,387,267121.0
gujarat,2020,4,gandhinagar,387,237333.0
gujarat,2020,4,mahesana,324,192309.0
gujarat,2020,4,banas kantha,321,174192.0
gujarat,2020,4,rajkot,321,181318.0
sikkim,2022,1,east,157,463841.0
sikkim,2022,1,west,37,91888.0
sikkim,2022,1,south,35,101663.0
sikkim,2022,1,north,10,28595.0
sikkim,2022,2,east,99,233452.0
sikkim,2022,2,west,35,84909.0
sikkim,2022,2,south,14,27179.0
sikkim,2022,2,north,12,38169.0
sikkim,2022,3,east,165,310190.0
sikkim,2022,3,south,34,65600.0
sikkim,2022,3,west,30,71337.0
sikkim,2022,3,north,14,27813.0
sikkim,2022,4,east,192,377889.0
sikkim,2022,4,south,45,74025.0
sikkim,2022,4,west,43,147415.0
sikkim,2022,4,north,26,67885.0
sikkim,2024,1,east,251,548828.0
sikkim,2024,1,south,66,132417.0
sikkim,2024,1,west,43,132171.0
sikkim,2024,1,north,40,66766.0
sikkim,2024,2,east,438,952178.0
sikkim,2024,2,south,122,330558.0
sikkim,2024,2,west,74,167967.0
sikkim,2024,2,north,51,139851.0
sikkim,2024,3,gangtok,219,461002.0
sikkim,2024,3,pakyong,68,156436.0
sikkim,2024,3,mangan,65,150793.0
sikkim,2024,3,namchi,64,142584.0
sikkim,2024,3,gyalshing,28,82114.0
sikkim,2024,3,soreng,17,36469.0
sikkim,2024,4,gangtok,298,643521.0
sikkim,2024,4,pakyong,130,314200.0
sikkim,2024,4,namchi,55,148697.0
sikkim,2024,4,mangan,46,105349.0
sikkim,2024,4,gyalshing,41,94901.0
sikkim,2024,4,soreng,29,75012.0
sikkim,2023,1,east,158,380139.0
sikkim,2023,1,south,51,99856.0
sikkim,2023,1,west,26,120446.0
sikkim,2023,1,north,25,88164.0
sikkim,2023,2,east,169,366045.0
sikkim,2023,2,south,45,107115.0
sikkim,2023,2,west,40,98329.0
sikkim,2023,2,north,16,56702.0
sikkim,2023,3,east,155,436190.0
sikkim,2023,3,south,49,95595.0
sikkim,2023,3,north,27,121573.0
sikkim,2023,3,west,20,44893.0
sikkim,2023,4,east,184,485048.0
sikkim,2023,4,south,67,117210.0
sikkim,2023,4,west,39,125255.0
sikkim,2023,4,north,34,66232.0
sikkim,2021,1,east,72,64393.0
sikkim,2021,1,west,22,20672.0
sikkim,2021,1,south,20,15924.0
sikkim,2021,1,north,8,10788.0
sikkim,2021,2,east,55,77437.0
sikkim,2021,2,south,23,30261.0
sikkim,2021,2,north,8,9539.0
sikkim,2021,2,west,7,4827.0
sikkim,2021,3,east,67,86194.0
sikkim,2021,3,south,21,29274.0
sikkim,2021,3,west,9,7336.0
sikkim,2021,3,north,9,17748.0
sikkim,2021,4,east,109,291074.0
sikkim,2021,4,south,41,85646.0
sikkim,2021,4,west,29,84762.0
sikkim,2021,4,north,16,42050.0
sikkim,2020,2,east,16,3449.0
sikkim,2020,2,south,4,1058.0
sikkim,2020,2,north,1,282.0
sikkim,2020,3,east,66,20284.0
sikkim,2020,3,south,20,5534.0
sikkim,2020,3,west,5,1319.0
sikkim,2020,3,north,3,863.0
sikkim,2020,4,east,41,26778.0
sikkim,2020,4,south,11,26418.0
sikkim,2020,4,north,8,9933.0
sikkim,2020,4,west,7,7085.0
delhi,2022,1,west,4368,5442041.0
delhi,2022,1,south east delhi,3520,4221226.0
delhi,2022,1,north west,3003,3853703.0
delhi,2022,1,central delhi,2816,3359581.0
delhi,2022,1,new delhi,2587,3572728.0
delhi,2022,1,south west,2524,3460149.0
delhi,2022,1,north,2321,3131536.0
delhi,2022,1,east,1911,2269280.0
delhi,2022,1,south,1879,2413929.0
delhi,2022,1,north east,1695,1862686.0
delhi,2022,2,west,3733,4528416.0
delhi,2022,2,south east delhi,3161,3474446.0
delhi,2022,2,new delhi,2855,3574229.0
delhi,2022,2,north west,2845,3510159.0
delhi,2022,2,central delhi,2686,3314681.0
delhi,2022,2,south west,2361,3039345.0
delhi,2022,2,north,1952,2490119.0
